Date,Year,Sto_Nino_WL_Valid_Hours,Sto_Nino_WL_24h_Pass,Sto_Nino_WL_DailyMax,Nangka_WL_Valid_Hours,Nangka_WL_24h_Pass,Nangka_WL_DailyMax,BosoBoso_Rain_Valid_Hours,BosoBoso_Rain_24h_Pass,BosoBoso_Rain_DailySum,Campana_Rain_Valid_Hours,Campana_Rain_24h_Pass,Campana_Rain_DailySum,Nangka_Rain_Valid_Hours,Nangka_Rain_24h_Pass,Nangka_Rain_DailySum,Oro_Rain_Valid_Hours,Oro_Rain_24h_Pass,Oro_Rain_DailySum,Aries_Rain_Valid_Hours,Aries_Rain_24h_Pass,Aries_Rain_DailySum,All7_Common_24h_Pass,Exact_t1_Eligible,Exact_t2_Eligible,Exact_t3_Eligible
2020-07-02,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-03,2020,24,YES,12.8,24,YES,15.8,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-04,2020,24,YES,12.85,24,YES,16.37,24,YES,10.0,0,NO,,24,YES,44.0,24,YES,98.0,24,YES,23.0,NO,False,False,False
2020-07-05,2020,24,YES,12.08,24,YES,15.8,24,YES,6.0,0,NO,,24,YES,14.0,24,YES,16.0,24,YES,10.0,NO,False,False,False
2020-07-06,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-07,2020,24,YES,12.1,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,14.0,24,YES,57.0,24,YES,0.0,NO,False,False,False
2020-07-08,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,13.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-09,2020,24,YES,12.08,24,YES,15.8,24,YES,5.0,0,NO,,24,YES,3.0,24,YES,15.0,24,YES,18.0,NO,False,False,False
2020-07-10,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-11,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,50.0,24,YES,0.0,NO,False,False,False
2020-07-12,2020,24,YES,12.08,24,YES,15.92,24,YES,33.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,35.0,NO,False,False,False
2020-07-13,2020,24,YES,12.08,24,YES,15.8,24,YES,6.0,0,NO,,24,YES,10.0,24,YES,22.0,24,YES,9.0,NO,False,False,False
2020-07-14,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-15,2020,24,YES,12.08,24,YES,15.8,24,YES,3.0,0,NO,,24,YES,3.0,24,YES,12.0,24,YES,2.0,NO,False,False,False
2020-07-16,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-17,2020,24,YES,12.08,24,YES,15.8,24,YES,7.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,7.0,NO,False,False,False
2020-07-18,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-07-19,2020,24,YES,12.08,24,YES,15.8,24,YES,5.0,0,NO,,24,YES,2.0,24,YES,0.0,24,YES,3.0,NO,False,False,False
2020-07-20,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-07-21,2020,24,YES,12.08,24,YES,15.8,24,YES,5.0,0,NO,,24,YES,8.0,24,YES,6.0,24,YES,8.0,NO,False,False,False
2020-07-22,2020,24,YES,12.08,24,YES,15.8,24,YES,0.0,0,NO,,24,YES,4.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-07-23,2020,24,YES,12.29,24,YES,15.8,24,YES,1.0,0,NO,,24,YES,25.0,24,YES,30.0,24,YES,4.0,NO,False,False,False
2020-07-24,2020,24,YES,12.08,24,YES,15.8,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,2.0,24,YES,0.0,NO,False,False,False
2020-07-25,2020,24,YES,13.11,24,YES,16.39,24,YES,30.0,0,NO,,24,YES,66.0,24,YES,37.0,24,YES,21.0,NO,False,False,False
2020-07-26,2020,24,YES,12.08,24,YES,15.8,24,YES,10.0,0,NO,,24,YES,0.0,24,YES,11.0,24,YES,5.0,NO,False,False,False
2020-07-27,2020,24,YES,12.33,24,YES,16.3,24,YES,3.0,0,NO,,24,YES,22.0,24,YES,35.0,24,YES,11.0,NO,False,False,False
2020-07-28,2020,24,YES,12.08,24,YES,15.8,24,YES,7.0,0,NO,,24,YES,3.0,24,YES,9.0,24,YES,4.0,NO,False,False,False
2020-07-29,2020,24,YES,14.0,24,YES,17.23,24,YES,109.0,0,NO,,24,YES,59.0,24,YES,93.0,24,YES,73.0,NO,False,False,False
2020-07-30,2020,24,YES,13.64,24,YES,16.67,24,YES,12.0,0,NO,,24,YES,0.0,24,YES,22.0,24,YES,4.0,NO,False,False,False
2020-07-31,2020,24,YES,12.35,24,YES,15.87,24,YES,18.0,0,NO,,24,YES,22.0,24,YES,7.0,24,YES,8.0,NO,False,False,False
2020-08-01,2020,24,YES,12.58,24,YES,15.96,24,YES,23.0,0,NO,,24,YES,8.0,24,YES,19.0,24,YES,10.0,NO,False,False,False
2020-08-02,2020,24,YES,12.36,24,YES,15.84,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,0.0,NO,False,False,False
2020-08-03,2020,24,YES,12.17,24,YES,15.81,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-04,2020,24,YES,12.17,24,YES,15.81,24,YES,4.0,0,NO,,24,YES,5.0,24,YES,8.0,24,YES,4.0,NO,False,False,False
2020-08-05,2020,24,YES,12.17,24,YES,15.81,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,2.0,24,YES,1.0,NO,False,False,False
2020-08-06,2020,24,YES,12.17,24,YES,15.81,24,YES,5.0,0,NO,,24,YES,13.0,24,YES,20.0,24,YES,9.0,NO,False,False,False
2020-08-07,2020,24,YES,12.17,24,YES,15.83,24,YES,10.0,0,NO,,24,YES,23.0,24,YES,29.0,24,YES,17.0,NO,False,False,False
2020-08-08,2020,24,YES,12.74,24,YES,16.4,24,YES,10.0,0,NO,,20,NO,,24,YES,8.0,24,YES,49.0,NO,False,False,False
2020-08-09,2020,24,YES,12.47,24,YES,15.81,24,YES,2.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-08-10,2020,24,YES,12.16,24,YES,15.84,24,YES,3.0,0,NO,,24,YES,10.0,24,YES,7.0,24,YES,5.0,NO,False,False,False
2020-08-11,2020,24,YES,12.16,24,YES,15.82,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-12,2020,24,YES,12.16,24,YES,15.81,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-13,2020,24,YES,16.0,23,NO,,24,YES,13.0,0,NO,,24,YES,12.0,24,YES,1.0,24,YES,3.0,NO,False,False,False
2020-08-14,2020,24,YES,12.16,24,YES,16.35,24,YES,40.0,0,NO,,24,YES,17.0,24,YES,6.0,24,YES,16.0,NO,False,False,False
2020-08-15,2020,24,YES,12.3,24,YES,15.82,24,YES,78.0,0,NO,,24,YES,0.0,24,YES,31.0,24,YES,30.0,NO,False,False,False
2020-08-16,2020,24,YES,12.73,24,YES,16.19,24,YES,13.0,0,NO,,24,YES,7.0,24,YES,20.0,24,YES,5.0,NO,False,False,False
2020-08-17,2020,24,YES,12.27,24,YES,15.82,24,YES,4.0,0,NO,,24,YES,1.0,24,YES,2.0,24,YES,3.0,NO,False,False,False
2020-08-18,2020,24,YES,12.24,24,YES,15.93,24,YES,8.0,0,NO,,24,YES,33.0,24,YES,3.0,24,YES,9.0,NO,False,False,False
2020-08-19,2020,24,YES,12.37,24,YES,16.45,24,YES,33.0,0,NO,,24,YES,7.0,24,YES,16.0,24,YES,30.0,NO,False,False,False
2020-08-20,2020,0,NO,,0,NO,,24,YES,0.0,0,NO,,0,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-21,2020,24,YES,12.95,24,YES,15.91,24,YES,2.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,5.0,NO,False,False,False
2020-08-22,2020,24,YES,15.85,24,YES,15.86,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-23,2020,24,YES,12.16,24,YES,15.84,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-24,2020,24,YES,12.16,24,YES,15.83,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-25,2020,24,YES,21.16,22,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,1.0,NO,False,False,False
2020-08-26,2020,24,YES,12.16,24,YES,15.82,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-08-27,2020,24,YES,12.16,24,YES,15.82,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-28,2020,24,YES,12.16,24,YES,15.82,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-08-29,2020,24,YES,12.16,24,YES,15.82,24,YES,2.0,0,NO,,24,YES,0.0,24,YES,10.0,24,YES,0.0,NO,False,False,False
2020-08-30,2020,23,NO,,23,NO,,24,YES,5.0,0,NO,,24,YES,0.0,24,YES,3.0,24,YES,1.0,NO,False,False,False
2020-08-31,2020,24,YES,12.16,23,NO,,24,YES,4.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-01,2020,24,YES,12.16,24,YES,15.82,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,2.0,24,YES,5.0,NO,False,False,False
2020-09-02,2020,24,YES,12.16,24,YES,15.81,24,YES,0.0,0,NO,,24,YES,3.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-09-03,2020,24,YES,12.16,24,YES,15.81,24,YES,3.0,0,NO,,24,YES,9.0,24,YES,16.0,24,YES,0.0,NO,False,False,False
2020-09-04,2020,24,YES,12.16,24,YES,16.12,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-05,2020,24,YES,12.16,24,YES,15.82,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-09-06,2020,24,YES,12.16,24,YES,16.04,24,YES,8.0,0,NO,,24,YES,16.0,24,YES,2.0,24,YES,15.0,NO,False,False,False
2020-09-07,2020,24,YES,12.19,24,YES,16.09,24,YES,3.0,0,NO,,24,YES,3.0,24,YES,1.0,24,YES,5.0,NO,False,False,False
2020-09-08,2020,24,YES,13.37,24,YES,17.2,24,YES,15.0,0,NO,,24,YES,50.0,24,YES,10.0,24,YES,58.0,NO,False,False,False
2020-09-09,2020,24,YES,12.19,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-10,2020,24,YES,12.19,24,YES,16.09,24,YES,1.0,0,NO,,24,YES,18.0,24,YES,5.0,24,YES,11.0,NO,False,False,False
2020-09-11,2020,24,YES,12.27,24,YES,16.1,24,YES,21.0,0,NO,,24,YES,8.0,24,YES,4.0,24,YES,10.0,NO,False,False,False
2020-09-12,2020,24,YES,12.19,24,YES,15.83,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,0.0,NO,False,False,False
2020-09-13,2020,24,YES,12.19,24,YES,15.83,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-14,2020,24,YES,12.19,23,NO,,24,YES,18.0,0,NO,,24,YES,11.0,24,YES,12.0,24,YES,16.0,NO,False,False,False
2020-09-15,2020,24,YES,12.19,24,YES,15.83,24,YES,16.0,0,NO,,24,YES,6.0,24,YES,12.0,24,YES,12.0,NO,False,False,False
2020-09-16,2020,24,YES,12.19,24,YES,15.83,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-17,2020,24,YES,12.19,24,YES,15.83,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-09-18,2020,24,YES,12.19,24,YES,15.82,24,YES,5.0,0,NO,,24,YES,3.0,24,YES,4.0,24,YES,5.0,NO,False,False,False
2020-09-19,2020,24,YES,12.6,24,YES,16.04,24,YES,1.0,0,NO,,24,YES,64.0,24,YES,2.0,24,YES,7.0,NO,False,False,False
2020-09-20,2020,23,NO,,22,NO,,24,YES,2.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-21,2020,24,YES,12.19,24,YES,15.84,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-22,2020,24,YES,13.56,24,YES,16.78,24,YES,6.0,0,NO,,24,YES,80.0,24,YES,31.0,24,YES,11.0,NO,False,False,False
2020-09-23,2020,24,YES,14.61,24,YES,17.61,24,YES,41.0,0,NO,,24,YES,26.0,24,YES,89.0,24,YES,101.0,NO,False,False,False
2020-09-24,2020,24,YES,12.68,24,YES,15.97,24,YES,9.0,0,NO,,24,YES,7.0,24,YES,19.0,24,YES,7.0,NO,False,False,False
2020-09-25,2020,24,YES,12.37,24,YES,15.9,24,YES,15.0,0,NO,,24,YES,1.0,24,YES,1.0,24,YES,1.0,NO,False,False,False
2020-09-26,2020,24,YES,12.36,24,YES,15.89,24,YES,5.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-09-27,2020,24,YES,36.0,24,YES,15.87,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-09-28,2020,24,YES,12.82,24,YES,15.85,24,YES,0.0,0,NO,,24,YES,3.0,24,YES,4.0,24,YES,20.0,NO,False,False,False
2020-09-29,2020,24,YES,13.3,24,YES,16.44,24,YES,34.0,0,NO,,24,YES,2.0,24,YES,58.0,24,YES,18.0,NO,False,False,False
2020-09-30,2020,24,YES,12.62,24,YES,16.09,24,YES,29.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-10-01,2020,24,YES,13.47,23,NO,,24,YES,39.0,0,NO,,24,YES,16.0,24,YES,31.0,24,YES,36.0,NO,False,False,False
2020-10-02,2020,24,YES,12.8,24,YES,15.93,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-10-03,2020,24,YES,13.25,23,NO,,24,YES,21.0,0,NO,,24,YES,14.0,24,YES,7.0,24,YES,21.0,NO,False,False,False
2020-10-04,2020,24,YES,12.76,24,YES,16.09,24,YES,31.0,0,NO,,24,YES,1.0,24,YES,23.0,24,YES,0.0,NO,False,False,False
2020-10-05,2020,24,YES,12.36,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-10-06,2020,24,YES,12.19,24,YES,16.09,24,YES,11.0,0,NO,,24,YES,4.0,24,YES,3.0,24,YES,6.0,NO,False,False,False
2020-10-07,2020,24,YES,12.45,24,YES,16.09,24,YES,5.0,0,NO,,24,YES,5.0,24,YES,16.0,24,YES,5.0,NO,False,False,False
2020-10-08,2020,24,YES,12.54,24,YES,16.09,24,YES,13.0,0,NO,,19,NO,,24,YES,38.0,24,YES,11.0,NO,False,False,False
2020-10-09,2020,24,YES,12.61,24,YES,16.09,24,YES,5.0,0,NO,,24,YES,3.0,24,YES,6.0,24,YES,15.0,NO,False,False,False
2020-10-10,2020,24,YES,13.87,24,YES,17.17,24,YES,26.0,0,NO,,24,YES,36.0,24,YES,35.0,24,YES,40.0,NO,False,False,False
2020-10-11,2020,24,YES,14.93,24,YES,17.65,24,YES,42.0,0,NO,,24,YES,59.0,24,YES,105.0,24,YES,39.0,NO,False,False,False
2020-10-12,2020,24,YES,15.66,24,YES,18.01,24,YES,7.0,0,NO,,24,YES,47.0,24,YES,74.0,24,YES,16.0,NO,False,False,False
2020-10-13,2020,24,YES,13.31,24,YES,16.16,24,YES,14.0,0,NO,,24,YES,10.0,24,YES,15.0,24,YES,10.0,NO,False,False,False
2020-10-14,2020,24,YES,14.25,24,YES,16.88,24,YES,51.0,0,NO,,24,YES,41.0,24,YES,23.0,24,YES,50.0,NO,False,False,False
2020-10-15,2020,24,YES,14.09,24,YES,16.71,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,1.0,NO,False,False,False
2020-10-16,2020,24,YES,12.93,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,2.0,24,YES,1.0,NO,False,False,False
2020-10-17,2020,24,YES,12.97,23,NO,,24,YES,2.0,0,NO,,23,NO,,24,YES,36.0,24,YES,10.0,NO,False,False,False
2020-10-18,2020,24,YES,12.87,24,YES,16.9,24,YES,2.0,0,NO,,24,YES,2.0,24,YES,7.0,24,YES,2.0,NO,False,False,False
2020-10-19,2020,24,YES,12.66,24,YES,16.09,24,YES,2.0,0,NO,,24,YES,0.0,24,YES,2.0,24,YES,1.0,NO,False,False,False
2020-10-20,2020,24,YES,14.24,24,YES,16.97,24,YES,43.0,0,NO,,24,YES,40.0,24,YES,72.0,24,YES,43.0,NO,False,False,False
2020-10-21,2020,24,YES,13.91,24,YES,16.56,24,YES,4.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,3.0,NO,False,False,False
2020-10-22,2020,24,YES,13.0,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,2.0,NO,False,False,False
2020-10-23,2020,24,YES,12.92,24,YES,16.26,24,YES,11.0,0,NO,,24,YES,10.0,24,YES,1.0,24,YES,20.0,NO,False,False,False
2020-10-24,2020,24,YES,13.47,24,YES,16.46,24,YES,17.0,0,NO,,24,YES,53.0,24,YES,13.0,24,YES,17.0,NO,False,False,False
2020-10-25,2020,24,YES,14.91,24,YES,17.66,24,YES,54.0,0,NO,,24,YES,53.0,24,YES,64.0,24,YES,40.0,NO,False,False,False
2020-10-26,2020,24,YES,15.03,24,YES,17.71,24,YES,8.0,0,NO,,24,YES,2.0,24,YES,4.0,24,YES,6.0,NO,False,False,False
2020-10-27,2020,24,YES,13.61,24,YES,16.19,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-10-28,2020,24,YES,13.45,24,YES,16.09,24,YES,5.0,0,NO,,24,YES,9.0,24,YES,24.0,24,YES,1.0,NO,False,False,False
2020-10-29,2020,24,YES,13.09,24,YES,16.09,24,YES,6.0,0,NO,,24,YES,1.0,24,YES,2.0,24,YES,5.0,NO,False,False,False
2020-10-30,2020,24,YES,12.91,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-10-31,2020,24,YES,12.81,24,YES,16.09,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-01,2020,24,YES,13.56,24,YES,16.15,24,YES,32.0,0,NO,,24,YES,21.0,24,YES,32.0,24,YES,32.0,NO,False,False,False
2020-11-02,2020,24,YES,13.19,24,YES,16.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-03,2020,24,YES,13.11,24,YES,15.92,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,4.0,24,YES,0.0,NO,False,False,False
2020-11-04,2020,24,YES,13.44,24,YES,15.95,24,YES,6.0,0,NO,,24,YES,13.0,24,YES,6.0,24,YES,10.0,NO,False,False,False
2020-11-05,2020,24,YES,12.97,24,YES,15.92,24,YES,6.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,3.0,NO,False,False,False
2020-11-06,2020,24,YES,12.87,24,YES,15.89,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-11-07,2020,24,YES,12.83,24,YES,15.89,24,YES,6.0,0,NO,,24,YES,5.0,24,YES,9.0,24,YES,4.0,NO,False,False,False
2020-11-08,2020,24,YES,12.84,23,NO,,24,YES,10.0,0,NO,,24,YES,10.0,24,YES,13.0,24,YES,9.0,NO,False,False,False
2020-11-09,2020,24,YES,12.88,24,YES,15.89,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,1.0,24,YES,1.0,NO,False,False,False
2020-11-10,2020,24,YES,12.87,24,YES,15.87,24,YES,6.0,0,NO,,24,YES,5.0,24,YES,2.0,24,YES,1.0,NO,False,False,False
2020-11-11,2020,24,YES,21.71,24,YES,24.58,24,YES,300.0,0,NO,,24,YES,194.0,24,YES,300.0,24,YES,273.0,NO,False,False,False
2020-11-12,2020,24,YES,21.73,24,YES,24.58,24,YES,18.0,0,NO,,24,YES,29.0,24,YES,14.0,24,YES,24.0,NO,False,False,False
2020-11-13,2020,24,YES,14.76,22,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-14,2020,24,YES,13.82,21,NO,,24,YES,1.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-15,2020,24,YES,13.63,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-11-16,2020,24,YES,13.54,22,NO,,24,YES,2.0,0,NO,,24,YES,3.0,24,YES,1.0,24,YES,0.0,NO,False,False,False
2020-11-17,2020,24,YES,13.5,21,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-11-18,2020,24,YES,13.5,11,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-19,2020,24,YES,13.41,23,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-20,2020,24,YES,13.48,23,NO,,24,YES,3.0,0,NO,,24,YES,10.0,24,YES,12.0,24,YES,12.0,NO,False,False,False
2020-11-21,2020,24,YES,13.44,20,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-22,2020,24,YES,13.37,24,YES,16.09,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-23,2020,24,YES,13.34,23,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-24,2020,24,YES,13.29,22,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-11-25,2020,24,YES,13.27,23,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False
2020-11-26,2020,24,YES,13.21,21,NO,,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,5.0,24,YES,0.0,NO,False,False,False
2020-11-27,2020,24,YES,13.21,24,YES,15.89,24,YES,1.0,0,NO,,24,YES,1.0,24,YES,12.0,24,YES,1.0,NO,False,False,False
2020-11-28,2020,24,YES,13.21,17,NO,,24,YES,4.0,0,NO,,23,NO,,24,YES,20.0,24,YES,7.0,NO,False,False,False
2020-11-29,2020,23,NO,,14,NO,,24,YES,22.0,0,NO,,12,NO,,24,YES,8.0,24,YES,14.0,NO,False,False,False
2020-11-30,2020,24,YES,13.32,15,NO,,24,YES,0.0,0,NO,,21,NO,,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-01,2020,24,YES,13.22,23,NO,,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-02,2020,24,YES,13.18,24,YES,15.81,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-03,2020,24,YES,12.76,24,YES,15.81,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-04,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-05,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-06,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-07,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-08,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-09,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-10,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-11,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-12,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-13,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-14,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-15,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-16,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-17,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-18,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-19,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-20,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
2020-12-21,2020,24,YES,0.0,24,YES,0.0,24,YES,0.0,0,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False
