Date,Year,Sto_Nino_WL_Valid_Hours,Sto_Nino_WL_24h_Pass,Sto_Nino_WL_DailyMax,Nangka_WL_Valid_Hours,Nangka_WL_24h_Pass,Nangka_WL_DailyMax,BosoBoso_Rain_Valid_Hours,BosoBoso_Rain_24h_Pass,BosoBoso_Rain_DailySum,Campana_Rain_Valid_Hours,Campana_Rain_24h_Pass,Campana_Rain_DailySum,Nangka_Rain_Valid_Hours,Nangka_Rain_24h_Pass,Nangka_Rain_DailySum,Oro_Rain_Valid_Hours,Oro_Rain_24h_Pass,Oro_Rain_DailySum,Aries_Rain_Valid_Hours,Aries_Rain_24h_Pass,Aries_Rain_DailySum,All7_Common_24h_Pass,Exact_t1_Eligible,Exact_t2_Eligible,Exact_t3_Eligible,PAGASA_SG_RH,Target_Y,Sto_Nino_DailyMaxWL_t_1,Sto_Nino_DailyMaxWL_t_2,Sto_Nino_DailyMaxWL_t_3,Nangka_DailyMaxWL_t_1,Nangka_DailyMaxWL_t_2,Nangka_DailyMaxWL_t_3,Mt_BosoBoso_Rain_t_1,Mt_BosoBoso_Rain_t_2,Mt_BosoBoso_Rain_t_3,Mt_Campana_Rain_t_1,Mt_Campana_Rain_t_2,Mt_Campana_Rain_t_3,Nangka_Rain_t_1,Nangka_Rain_t_2,Nangka_Rain_t_3,Mt_Oro_Rain_t_1,Mt_Oro_Rain_t_2,Mt_Oro_Rain_t_3,Mt_Aries_Rain_t_1,Mt_Aries_Rain_t_2,Mt_Aries_Rain_t_3,PAGASA_SG_RH_t_1,PAGASA_SG_RH_t_2,PAGASA_SG_RH_t_3,Mt_BosoBoso_Rain_2Day,Mt_BosoBoso_Rain_3Day,Mt_Campana_Rain_2Day,Mt_Campana_Rain_3Day,Nangka_Rain_2Day,Nangka_Rain_3Day,Mt_Oro_Rain_2Day,Mt_Oro_Rain_3Day,Mt_Aries_Rain_2Day,Mt_Aries_Rain_3Day
2019-10-23,2019,17,NO,,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,NO,False,False,False,75.0,,,11.88,11.88,15.8,15.8,15.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,82.0,76.0,79.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0
2019-10-24,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False,86.0,11.9,,,11.88,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,75.0,82.0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
2019-10-25,2019,24,YES,11.9,24,YES,15.8,24,YES,1.0,24,YES,4.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False,75.0,11.9,11.9,,,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,86.0,75.0,82.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
2019-10-26,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False,69.0,11.9,11.9,11.9,,15.8,15.8,15.8,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,86.0,75.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-10-27,2019,24,YES,11.9,24,YES,15.8,24,YES,2.0,24,YES,3.0,24,YES,5.0,24,YES,2.0,24,YES,5.0,YES,True,True,True,67.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,75.0,86.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-28,2019,24,YES,11.9,24,YES,15.8,24,YES,4.0,24,YES,4.0,24,YES,2.0,24,YES,2.0,24,YES,1.0,YES,True,True,True,80.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,2.0,0.0,1.0,3.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,67.0,69.0,75.0,2.0,3.0,3.0,7.0,5.0,5.0,2.0,2.0,5.0,5.0
2019-10-29,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,83.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,4.0,2.0,0.0,4.0,3.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,80.0,67.0,69.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0
2019-10-30,2019,24,YES,11.9,24,YES,15.8,24,YES,2.0,24,YES,4.0,24,YES,1.0,24,YES,4.0,24,YES,2.0,YES,True,True,True,80.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,4.0,2.0,2.0,4.0,3.0,0.0,2.0,5.0,0.0,2.0,2.0,1.0,1.0,5.0,83.0,80.0,67.0,4.0,6.0,6.0,9.0,2.0,7.0,2.0,4.0,2.0,7.0
2019-10-31,2019,24,YES,12.0,24,YES,15.8,24,YES,16.0,24,YES,24.0,24,YES,11.0,24,YES,17.0,24,YES,12.0,YES,True,True,True,74.0,12.0,11.9,11.9,11.9,15.8,15.8,15.8,2.0,0.0,4.0,4.0,2.0,4.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,80.0,83.0,80.0,2.0,6.0,6.0,10.0,1.0,3.0,4.0,6.0,3.0,4.0
2019-11-01,2019,24,YES,12.31,24,YES,15.8,24,YES,18.0,24,YES,22.0,24,YES,23.0,24,YES,11.0,24,YES,16.0,YES,True,True,True,85.0,12.31,12.0,11.9,11.9,15.8,15.8,15.8,16.0,2.0,0.0,24.0,4.0,2.0,11.0,1.0,0.0,17.0,4.0,0.0,12.0,2.0,1.0,74.0,80.0,83.0,18.0,18.0,28.0,30.0,12.0,12.0,21.0,21.0,14.0,15.0
2019-11-02,2019,24,YES,12.43,24,YES,15.89,24,YES,1.0,24,YES,1.0,24,YES,15.0,24,YES,4.0,24,YES,10.0,YES,True,True,True,84.0,12.43,12.31,12.0,11.9,15.8,15.8,15.8,18.0,16.0,2.0,22.0,24.0,4.0,23.0,11.0,1.0,11.0,17.0,4.0,16.0,12.0,2.0,85.0,74.0,80.0,34.0,36.0,46.0,50.0,34.0,35.0,28.0,32.0,28.0,30.0
2019-11-03,2019,24,YES,11.96,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,75.0,11.96,12.43,12.31,12.0,15.89,15.8,15.8,1.0,18.0,16.0,1.0,22.0,24.0,15.0,23.0,11.0,4.0,11.0,17.0,10.0,16.0,12.0,84.0,85.0,74.0,19.0,35.0,23.0,47.0,38.0,49.0,15.0,32.0,26.0,38.0
2019-11-04,2019,24,YES,11.91,24,YES,15.8,24,YES,18.0,24,YES,4.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,77.0,11.91,11.96,12.43,12.31,15.8,15.89,15.8,0.0,1.0,18.0,0.0,1.0,22.0,0.0,15.0,23.0,0.0,4.0,11.0,1.0,10.0,16.0,75.0,84.0,85.0,1.0,19.0,1.0,23.0,15.0,38.0,4.0,15.0,11.0,27.0
2019-11-05,2019,24,YES,11.97,24,YES,15.8,24,YES,9.0,24,YES,4.0,24,YES,0.0,24,YES,5.0,24,YES,13.0,YES,True,True,True,78.0,11.97,11.91,11.96,12.43,15.8,15.8,15.89,18.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,1.0,10.0,77.0,75.0,84.0,18.0,19.0,4.0,5.0,1.0,16.0,0.0,4.0,1.0,11.0
2019-11-06,2019,24,YES,12.88,24,YES,16.53,24,YES,15.0,24,YES,13.0,24,YES,26.0,24,YES,24.0,24,YES,27.0,YES,True,True,True,83.0,12.88,11.97,11.91,11.96,15.8,15.8,15.8,9.0,18.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,13.0,0.0,1.0,78.0,77.0,75.0,27.0,27.0,8.0,8.0,1.0,1.0,5.0,5.0,13.0,14.0
2019-11-07,2019,24,YES,11.91,24,YES,15.8,24,YES,1.0,24,YES,1.0,24,YES,1.0,24,YES,5.0,24,YES,1.0,YES,True,True,True,77.0,11.91,12.88,11.97,11.91,16.53,15.8,15.8,15.0,9.0,18.0,13.0,4.0,4.0,26.0,0.0,1.0,24.0,5.0,0.0,27.0,13.0,0.0,83.0,78.0,77.0,24.0,42.0,17.0,21.0,26.0,27.0,29.0,29.0,40.0,40.0
2019-11-08,2019,24,YES,11.91,24,YES,15.83,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,73.0,11.91,11.91,12.88,11.97,15.8,16.53,15.8,1.0,15.0,9.0,1.0,13.0,4.0,1.0,26.0,0.0,5.0,24.0,5.0,1.0,27.0,13.0,77.0,83.0,78.0,16.0,25.0,14.0,18.0,27.0,27.0,29.0,34.0,28.0,41.0
2019-11-09,2019,24,YES,11.91,24,YES,15.8,24,YES,49.0,24,YES,27.0,24,YES,1.0,24,YES,3.0,24,YES,30.0,YES,True,True,True,82.0,11.91,11.91,11.91,12.88,15.83,15.8,16.53,0.0,1.0,15.0,0.0,1.0,13.0,0.0,1.0,26.0,0.0,5.0,24.0,0.0,1.0,27.0,73.0,77.0,83.0,1.0,16.0,1.0,14.0,1.0,27.0,5.0,29.0,1.0,28.0
2019-11-10,2019,24,YES,11.91,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,78.0,11.91,11.91,11.91,11.91,15.8,15.83,15.8,49.0,0.0,1.0,27.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,30.0,0.0,1.0,82.0,73.0,77.0,49.0,50.0,27.0,28.0,1.0,2.0,3.0,8.0,30.0,31.0
2019-11-11,2019,24,YES,11.91,24,YES,15.8,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,72.0,11.91,11.91,11.91,11.91,15.8,15.8,15.83,0.0,49.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0,78.0,82.0,73.0,49.0,49.0,27.0,27.0,1.0,1.0,3.0,3.0,30.0,30.0
2019-11-12,2019,24,YES,11.91,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,2.0,24,YES,3.0,24,YES,0.0,YES,True,True,True,80.0,11.91,11.91,11.91,11.91,15.8,15.8,15.8,0.0,0.0,49.0,1.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,30.0,72.0,78.0,82.0,0.0,49.0,1.0,28.0,0.0,1.0,0.0,3.0,0.0,30.0
2019-11-13,2019,24,YES,11.91,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,70.0,11.91,11.91,11.91,11.91,15.8,15.8,15.8,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,72.0,78.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0
2019-11-14,2019,24,YES,11.91,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,73.0,11.91,11.91,11.91,11.91,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,70.0,80.0,72.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0
2019-11-15,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,76.0,11.9,11.91,11.91,11.91,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0
2019-11-16,2019,24,YES,11.9,24,YES,15.8,24,YES,1.0,24,YES,24.0,24,YES,7.0,24,YES,15.0,24,YES,3.0,YES,True,True,True,75.0,11.9,11.9,11.91,11.91,15.8,15.8,15.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,73.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-11-17,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,3.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,75.0,11.9,11.9,11.9,11.91,15.8,15.8,15.8,1.0,0.0,0.0,24.0,1.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,75.0,76.0,73.0,1.0,1.0,25.0,25.0,7.0,7.0,15.0,15.0,4.0,4.0
2019-11-18,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,24,YES,0.0,YES,True,True,True,77.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,1.0,0.0,3.0,24.0,1.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,3.0,1.0,75.0,75.0,76.0,1.0,1.0,27.0,28.0,7.0,7.0,15.0,15.0,3.0,4.0
2019-11-19,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,73.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,0.0,1.0,0.0,3.0,24.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,3.0,77.0,75.0,75.0,0.0,1.0,3.0,27.0,0.0,7.0,1.0,16.0,0.0,3.0
2019-11-20,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,3.0,24,YES,1.0,24,YES,2.0,YES,True,True,True,75.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,77.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
2019-11-21,2019,24,YES,11.9,24,YES,15.8,0,NO,,0,NO,,0,NO,,0,NO,,0,NO,,NO,False,False,False,82.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,75.0,73.0,77.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0
2019-11-22,2019,24,YES,11.9,24,YES,15.81,24,YES,1.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False,87.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,,0.0,0.0,,0.0,0.0,,3.0,0.0,,1.0,0.0,,2.0,0.0,82.0,75.0,73.0,,,,,,,,,,
2019-11-23,2019,24,YES,11.9,24,YES,15.8,24,YES,3.0,24,YES,3.0,24,YES,4.0,24,YES,19.0,24,YES,6.0,YES,True,False,False,83.0,11.9,11.9,11.9,11.9,15.81,15.8,15.8,1.0,,0.0,1.0,,0.0,0.0,,3.0,0.0,,1.0,0.0,,2.0,87.0,82.0,75.0,,,,,,,,,,
2019-11-24,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,7.0,24,YES,5.0,24,YES,1.0,YES,True,True,False,79.0,11.9,11.9,11.9,11.9,15.8,15.81,15.8,3.0,1.0,,3.0,1.0,,4.0,0.0,,19.0,0.0,,6.0,0.0,,83.0,87.0,82.0,4.0,,4.0,,4.0,,19.0,,6.0,
2019-11-25,2019,24,YES,11.9,24,YES,15.8,24,YES,1.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,70.0,11.9,11.9,11.9,11.9,15.8,15.8,15.81,0.0,3.0,1.0,0.0,3.0,1.0,7.0,4.0,0.0,5.0,19.0,0.0,1.0,6.0,0.0,79.0,83.0,87.0,3.0,4.0,3.0,4.0,11.0,11.0,24.0,24.0,7.0,7.0
2019-11-26,2019,24,YES,11.9,24,YES,15.8,24,YES,1.0,24,YES,4.0,24,YES,0.0,24,YES,1.0,24,YES,1.0,YES,True,True,True,79.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,1.0,0.0,3.0,2.0,0.0,3.0,0.0,7.0,4.0,0.0,5.0,19.0,0.0,1.0,6.0,70.0,79.0,83.0,1.0,4.0,2.0,5.0,7.0,11.0,5.0,24.0,1.0,7.0
2019-11-27,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,78.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,1.0,0.0,1.0,79.0,70.0,79.0,2.0,2.0,6.0,6.0,0.0,7.0,1.0,6.0,1.0,2.0
2019-11-28,2019,24,YES,11.9,24,YES,15.8,24,YES,2.0,24,YES,4.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,69.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,78.0,79.0,70.0,1.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0
2019-11-29,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,74.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,2.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,69.0,78.0,79.0,2.0,3.0,4.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0
2019-11-30,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,68.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,69.0,78.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-01,2019,24,YES,11.9,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,64.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,74.0,69.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-02,2019,24,YES,11.9,24,YES,15.8,24,YES,1.0,24,YES,8.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,73.0,11.9,11.9,11.9,11.9,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-03,2019,24,YES,14.68,24,YES,17.97,24,YES,59.0,24,YES,105.0,24,YES,40.0,24,YES,79.0,24,YES,46.0,YES,True,True,True,83.0,14.68,11.9,11.9,11.9,15.8,15.8,15.8,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,64.0,68.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,2019,24,YES,12.74,24,YES,15.84,24,YES,2.0,24,YES,2.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,71.0,12.74,14.68,11.9,11.9,17.97,15.8,15.8,59.0,1.0,0.0,105.0,8.0,0.0,40.0,0.0,0.0,79.0,0.0,0.0,46.0,0.0,0.0,83.0,73.0,64.0,60.0,60.0,113.0,113.0,40.0,40.0,79.0,79.0,46.0,46.0
2019-12-05,2019,24,YES,12.11,24,YES,15.8,24,YES,36.0,24,YES,1.0,24,YES,4.0,24,YES,1.0,24,YES,18.0,YES,True,True,True,82.0,12.11,12.74,14.68,11.9,15.84,17.97,15.8,2.0,59.0,1.0,2.0,105.0,8.0,0.0,40.0,0.0,0.0,79.0,0.0,1.0,46.0,0.0,71.0,83.0,73.0,61.0,62.0,107.0,115.0,40.0,40.0,79.0,79.0,47.0,47.0
2019-12-06,2019,24,YES,12.05,24,YES,15.82,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,78.0,12.05,12.11,12.74,14.68,15.8,15.84,17.97,36.0,2.0,59.0,1.0,2.0,105.0,4.0,0.0,40.0,1.0,0.0,79.0,18.0,1.0,46.0,82.0,71.0,83.0,38.0,97.0,3.0,108.0,4.0,44.0,1.0,80.0,19.0,65.0
2019-12-07,2019,24,YES,12.21,24,YES,15.81,24,YES,1.0,24,YES,0.0,24,YES,10.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,79.0,12.21,12.05,12.11,12.74,15.82,15.8,15.84,0.0,36.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,78.0,82.0,71.0,36.0,38.0,1.0,3.0,4.0,4.0,1.0,1.0,18.0,19.0
2019-12-08,2019,24,YES,12.05,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,69.0,12.05,12.21,12.05,12.11,15.81,15.82,15.8,1.0,0.0,36.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,18.0,79.0,78.0,82.0,1.0,37.0,0.0,1.0,10.0,14.0,0.0,1.0,1.0,19.0
2019-12-09,2019,24,YES,12.05,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,68.0,12.05,12.05,12.21,12.05,15.8,15.81,15.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,79.0,78.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0
2019-12-10,2019,24,YES,12.05,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,72.0,12.05,12.05,12.05,12.21,15.8,15.8,15.81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,69.0,79.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
2019-12-11,2019,24,YES,12.05,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,74.0,12.05,12.05,12.05,12.05,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,68.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,2019,24,YES,12.052,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,74.0,12.052,12.05,12.05,12.05,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,72.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,2019,24,YES,12.04,24,YES,15.81,24,YES,2.0,24,YES,8.0,24,YES,0.0,24,YES,0.0,24,YES,1.0,YES,True,True,True,75.0,12.04,12.052,12.05,12.05,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-14,2019,23,NO,,23,NO,,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,NO,False,False,False,77.0,,12.04,12.052,12.05,15.81,15.8,15.8,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,74.0,74.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-15,2019,24,YES,12.04,24,YES,15.8,24,YES,0.0,24,YES,1.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,False,False,False,70.0,12.04,,12.04,12.052,,15.81,15.8,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,75.0,74.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0
2019-12-16,2019,24,YES,12.04,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,False,False,68.0,12.04,12.04,,12.04,15.8,,15.81,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,77.0,75.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-12-17,2019,24,YES,12.04,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,False,73.0,12.04,12.04,12.04,,15.8,15.8,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,70.0,77.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,2019,24,YES,12.04,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,66.0,12.04,12.04,12.04,12.04,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,68.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,2019,24,YES,12.04,24,YES,15.8,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,24,YES,0.0,YES,True,True,True,70.0,12.04,12.04,12.04,12.04,15.8,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,73.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
